DAYOFWEEK,MONTH,LOCATION,LATITUDE,LONGITUDE,CRIMECAT
3,2,POST OFFICE,8.496123,8.516234,5
4,5,LAVISTA,8.544621,8.533711,13
3,5,PROJECT QUARTERS,8.44235,8.43324,9
3,2,POST OFFICE,8.496123,8.516234,11
4,11,NAS ST. POLY,8.507164,8.520902,12
3,2,WORKERS VILLAGE,8.485263,8.504512,2
6,1,STUDENT VILLAGE,8.503164,8.500314,11
4,12,PROJECT QUARTERS,8.44235,8.43324,9
4,7,POST OFFICE,8.496123,8.516234,13
3,2,NAS ST. POLY,8.507164,8.520902,7
3,2,LAFIA EAST,8.490988,8.527665,11
3,2,POST OFFICE,8.496123,8.516234,11
3,2,NAS ST. POLY,8.507164,8.520902,11
3,6,DUNAMA,8.523524,8.522714,9
6,8,LAVISTA,8.544621,8.533711,5
2,6,LAVISTA,8.544621,8.533711,5
3,2,STUDENT VILLAGE,8.503164,8.500314,11
3,2,SANDAJI STREET,8.3031,8.322,5
5,12,POST OFFICE,8.496123,8.516234,5
6,1,TUNDUN AMBA,8.2856,8.3018,5
3,2,STUDENT VILLAGE,8.503164,8.500314,2
3,2,STUDENT VILLAGE,8.503164,8.500314,5
3,2,NAS ST. POLY,8.507164,8.520902,1
3,2,NAS ST. POLY,8.507164,8.520902,5
3,2,POST OFFICE,8.496123,8.516234,11
2,1,LAFIA EAST,8.490988,8.527665,11
1,5,NAS ST. POLY,8.507164,8.520902,11
3,2,LAVISTA,8.544621,8.533711,11
0,6,POST OFFICE,8.496123,8.516234,11
3,9,STUDENT VILLAGE,8.503164,8.500314,11
6,12,STUDENT VILLAGE,8.503164,8.500314,11
2,2,POST OFFICE,8.496123,8.516234,5
4,1,POST OFFICE,8.496123,8.516234,13
4,8,STUDENT VILLAGE,8.503164,8.500314,11
3,2,TUNDUN AMBA,8.2856,8.3018,13
3,5,LAVISTA,8.544621,8.533711,9
2,7,LAVISTA,8.544621,8.533711,12
1,2,NAS ST. POLY,8.507164,8.520902,12
3,2,STUDENT VILLAGE,8.503164,8.500314,11
6,12,STUDENT VILLAGE,8.503164,8.500314,12
3,2,STUDENT VILLAGE,8.503164,8.500314,1
1,1,LAFIA EAST,8.490988,8.527665,5
3,2,MODERN MARKET,8.491388,8.528523,12
0,1,STUDENT VILLAGE,8.503164,8.500314,2
5,12,STUDENT VILLAGE,8.503164,8.500314,2
3,2,POST OFFICE,8.496123,8.516234,11
3,2,NAS ST. POLY,8.507164,8.520902,12
3,2,LAVISTA,8.544621,8.533711,5
3,2,LAVISTA,8.544621,8.533711,5
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,9,DUNAMA,8.523524,8.522714,12
0,2,LAVISTA,8.544621,8.533711,11
3,2,POST OFFICE,8.496123,8.516234,5
4,5,STUDENT VILLAGE,8.503164,8.500314,12
1,2,PROJECT QUARTERS,8.44235,8.43324,9
2,2,WORKERS VILLAGE,8.485263,8.504512,5
4,4,NAS ST. POLY,8.507164,8.520902,1
6,6,NAS ST. POLY,8.507164,8.520902,12
3,2,POST OFFICE,8.496123,8.516234,11
1,11,WORKERS VILLAGE,8.485263,8.504512,11
3,2,STUDENT VILLAGE,8.503164,8.500314,12
2,10,STUDENT VILLAGE,8.503164,8.500314,5
2,11,POST OFFICE,8.496123,8.516234,11
1,6,POST OFFICE,8.496123,8.516234,5
5,2,NAS ST. POLY,8.507164,8.520902,11
4,12,NAS ST. POLY,8.507164,8.520902,2
3,2,PROJECT QUARTERS,8.44235,8.43324,9
3,2,DUNAMA,8.523524,8.522714,3
3,2,NAS ST. POLY,8.507164,8.520902,11
1,9,NAS ST. POLY,8.507164,8.520902,1
3,1,NAS ST. POLY,8.507164,8.520902,2
3,2,CENTRAL MOSQUES,8.490685,8.511794,11
1,2,INEC OFFICE,8.508908,8.508908,11
3,2,TUNDUN AMBA,8.2856,8.3018,3
3,2,MINISTRY OF HEALTH,8.5333312,8.5269674,5
5,4,NAS ST. POLY,8.507164,8.520902,1
4,12,CENTRAL MOSQUES,8.490685,8.511794,11
3,2,WORKERS VILLAGE,8.485263,8.504512,2
0,10,CORPER LODGE,8.530385,8.517155,2
3,2,CENTRAL MOSQUES,8.490685,8.511794,11
3,2,CENTRAL MOSQUES,8.490685,8.511794,13
3,2,CORPER LODGE,8.530385,8.517155,5
3,7,CENTRAL MOSQUES,8.490685,8.511794,5
3,2,CORPER LODGE,8.530385,8.517155,7
6,1,INEC OFFICE,8.508908,8.508908,5
6,4,OPEN UNIVERSITY,8.532541,8.52921,5
6,1,CORPER LODGE,8.530385,8.517155,2
2,1,INEC OFFICE,8.508908,8.508908,13
3,2,TUNDUN AMBA,8.2856,8.3018,13
3,2,CORPER LODGE,8.530385,8.517155,11
6,12,OPEN UNIVERSITY,8.532541,8.52921,7
2,2,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,12,MINISTRY OF HEALTH,8.5333312,8.5269674,1
3,1,CENTRAL MOSQUES,8.490685,8.511794,9
5,1,CORPER LODGE,8.530385,8.517155,5
3,2,INEC OFFICE,8.508908,8.508908,11
3,2,INEC OFFICE,8.508908,8.508908,11
6,2,INEC OFFICE,8.508908,8.508908,5
4,5,LAFIA EMIRS PALACE,8.49059,8.512862,11
3,2,CENTRAL MOSQUES,8.490685,8.511794,11
4,12,INEC OFFICE,8.508908,8.508908,13
3,9,CORPER LODGE,8.530385,8.517155,7
3,2,CENTRAL MOSQUES,8.490685,8.511794,5
6,10,DALHATU ARAFA SPECIALIST,8.502569,8.524022,11
3,2,CENTRAL MOSQUES,8.490685,8.511794,7
3,2,INEC OFFICE,8.508908,8.508908,13
3,2,OPEN UNIVERSITY,8.532541,8.52921,11
3,2,WORKERS VILLAGE,8.485263,8.504512,12
0,9,INEC OFFICE,8.508908,8.508908,13
3,2,CORPER LODGE,8.530385,8.517155,1
3,1,INEC OFFICE,8.508908,8.508908,1
2,1,CORPER LODGE,8.530385,8.517155,5
3,2,CORPER LODGE,8.530385,8.517155,3
0,7,CORPER LODGE,8.530385,8.517155,13
3,2,NAS ST. POLY,8.507164,8.520902,1
3,2,CORPER LODGE,8.530385,8.517155,7
1,2,CORPER LODGE,8.530385,8.517155,11
3,2,CENTRAL MOSQUES,8.490685,8.511794,5
3,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,12
3,2,CORPER LODGE,8.530385,8.517155,2
3,2,OPEN UNIVERSITY,8.532541,8.52921,5
1,2,INEC OFFICE,8.508908,8.508908,5
3,2,OPEN UNIVERSITY,8.532541,8.52921,5
3,2,NAS ST. POLY,8.507164,8.520902,13
3,2,CENTRAL MOSQUES,8.490685,8.511794,13
3,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,11
3,2,INEC OFFICE,8.508908,8.508908,5
3,2,INEC OFFICE,8.508908,8.508908,11
3,2,CORPER LODGE,8.530385,8.517155,5
3,6,INEC OFFICE,8.508908,8.508908,11
3,2,OPEN UNIVERSITY,8.532541,8.52921,5
3,4,CORPER LODGE,8.530385,8.517155,7
3,2,CORPER LODGE,8.530385,8.517155,12
1,6,CORPER LODGE,8.530385,8.517155,12
3,2,CORPER LODGE,8.530385,8.517155,13
3,2,OPEN UNIVERSITY,8.532541,8.52921,2
0,12,INEC OFFICE,8.508908,8.508908,5
3,2,INEC OFFICE,8.508908,8.508908,1
3,2,TUNDUN AMBA,8.2856,8.3018,11
3,2,OPEN UNIVERSITY,8.532541,8.52921,5
3,2,CORPER LODGE,8.530385,8.517155,5
2,1,CORPER LODGE,8.530385,8.517155,7
3,2,OPEN UNIVERSITY,8.532541,8.52921,9
3,2,CENTRAL MOSQUES,8.490685,8.511794,11
3,2,CORPER LODGE,8.530385,8.517155,8
3,6,SANDAJI STREET,8.3031,8.322,11
3,2,CENTRAL MOSQUES,8.490685,8.511794,9
3,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,11
3,2,OPEN UNIVERSITY,8.532541,8.52921,7
3,2,INEC OFFICE,8.508908,8.508908,11
3,2,SANDAJI STREET,8.3031,8.322,11
3,2,OPEN UNIVERSITY,8.532541,8.52921,11
3,2,CENTRAL MOSQUES,8.490685,8.511794,3
3,2,CENTRAL MOSQUES,8.490685,8.511794,5
3,2,INEC OFFICE,8.508908,8.508908,13
3,2,CORPER LODGE,8.530385,8.517155,3
3,2,GOVERNMENT HOUSE,8.509731,8.542025,12
3,2,CENTRAL MOSQUES,8.490685,8.511794,13
3,2,CENTRAL MOSQUES,8.490685,8.511794,11
4,1,SANDAJI STREET,8.3031,8.322,3
3,2,INEC OFFICE,8.508908,8.508908,13
3,2,CORPER LODGE,8.530385,8.517155,11
3,2,CORPER LODGE,8.530385,8.517155,11
3,2,CORPER LODGE,8.530385,8.517155,7
5,4,CENTRAL MOSQUES,8.490685,8.511794,3
0,2,CORPER LODGE,8.530385,8.517155,7
3,2,CENTRAL MOSQUES,8.490685,8.511794,9
3,2,CORPER LODGE,8.530385,8.517155,11
3,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,11
4,8,SANDAJI INTERNATIONAL SCHOOL,8.506202,8.523175,1
3,2,CENTRAL MOSQUES,8.490685,8.511794,11
0,1,MINISTRY OF HEALTH,8.5333312,8.5269674,12
3,11,INEC OFFICE,8.508908,8.508908,12
3,2,OPEN UNIVERSITY,8.532541,8.52921,2
3,2,CENTRAL MOSQUES,8.490685,8.511794,9
3,2,CENTRAL MOSQUES,8.490685,8.511794,13
0,2,INEC OFFICE,8.508908,8.508908,7
3,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,5
4,2,INEC OFFICE,8.508908,8.508908,11
4,2,CORPER LODGE,8.530385,8.517155,1
4,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,11
4,2,CENTRAL MOSQUES,8.490685,8.511794,3
4,2,SANDAJI STREET,8.3031,8.322,3
2,1,INEC OFFICE,8.508908,8.508908,11
4,5,CORPER LODGE,8.530385,8.517155,11
4,2,OPEN UNIVERSITY,8.532541,8.52921,5
0,10,TUNDUN AMBA,8.2856,8.3018,13
6,1,CENTRAL MOSQUES,8.490685,8.511794,5
4,2,OPEN UNIVERSITY,8.532541,8.52921,2
4,2,CENTRAL MOSQUES,8.490685,8.511794,7
4,2,INEC OFFICE,8.508908,8.508908,1
4,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,12
4,2,CORPER LODGE,8.530385,8.517155,13
0,1,OPEN UNIVERSITY,8.532541,8.52921,5
4,2,CENTRAL MOSQUES,8.490685,8.511794,12
4,2,MINISTRY OF HEALTH,8.5333312,8.5269674,11
4,2,CENTRAL MOSQUES,8.490685,8.511794,5
4,2,OPEN UNIVERSITY,8.532541,8.52921,13
4,2,INEC OFFICE,8.508908,8.508908,5
2,11,DUNAMA,8.523524,8.522714,5
3,7,CORPER LODGE,8.530385,8.517155,12
4,2,OPEN UNIVERSITY,8.532541,8.52921,7
4,2,CENTRAL MOSQUES,8.490685,8.511794,9
4,2,SANDAJI INTERNATIONAL SCHOOL,8.506202,8.523175,7
4,2,CENTRAL MOSQUES,8.490685,8.511794,9
1,4,CORPER LODGE,8.530385,8.517155,11
4,1,CENTRAL MOSQUES,8.490685,8.511794,5
4,2,NAS ST. POLY,8.507164,8.520902,5
4,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,11
4,2,CENTRAL MOSQUES,8.490685,8.511794,3
4,1,INEC OFFICE,8.508908,8.508908,5
4,2,DUNAMA,8.523524,8.522714,5
4,2,CENTRAL MOSQUES,8.490685,8.511794,3
6,9,CORPER LODGE,8.530385,8.517155,8
3,10,DALHATU ARAFA SPECIALIST,8.502569,8.524022,5
5,5,INEC OFFICE,8.508908,8.508908,11
4,2,DALHATU ARAFA SPECIALIST,8.502569,8.524022,12
4,2,MINISTRY OF HEALTH,8.5333312,8.5269674,11
6,10,MINISTRY OF HEALTH,8.5333312,8.5269674,5
4,2,INEC OFFICE,8.508908,8.508908,11
1,12,CENTRAL MOSQUES,8.490685,8.511794,3
4,2,CENTRAL MOSQUES,8.490685,8.511794,9
5,2,INEC OFFICE,8.508908,8.508908,5
5,2,CORPER LODGE,8.530385,8.517155,11
0,1,OPEN UNIVERSITY,8.532541,8.52921,9
0,1,INEC OFFICE,8.508908,8.508908,11
5,2,INEC OFFICE,8.508908,8.508908,1
5,2,OPEN UNIVERSITY,8.532541,8.52921,9
3,2,CORPER LODGE,8.530385,8.517155,2
5,2,CENTRAL MOSQUES,8.490685,8.511794,13
6,1,CORPER LODGE,8.530385,8.517155,2
5,2,CENTRAL MOSQUES,8.490685,8.511794,11
1,12,INEC OFFICE,8.508908,8.508908,2
5,2,CENTRAL MOSQUES,8.490685,8.511794,12
5,2,INEC OFFICE,8.508908,8.508908,11
4,8,TUNDUN AMBA,8.2856,8.3018,5
5,2,MINISTRY OF HEALTH,8.5333312,8.5269674,5
6,10,NAS ST. POLY,8.507164,8.520902,5
3,4,CENTRAL MOSQUES,8.490685,8.511794,5
5,2,WORKERS VILLAGE,8.485263,8.504512,11
5,2,CORPER LODGE,8.530385,8.517155,11
5,1,CENTRAL MOSQUES,8.490685,8.511794,11
1,7,CENTRAL MOSQUES,8.490685,8.511794,5
5,2,CORPER LODGE,8.530385,8.517155,1
5,2,M&D HOSPITAL,8.513106,8.521643,2
5,11,M&D HOSPITAL,8.513106,8.521643,11
5,2,VIP LODGE,8.507486,8.548067,5
3,12,TAHITI LODGE,8.544118,8.532445,5
5,2,M&D HOSPITAL,8.513106,8.521643,12
4,1,M&D HOSPITAL,8.513106,8.521643,2
5,11,M&D HOSPITAL,8.513106,8.521643,11
5,2,LAFIA EAST,8.490988,8.527665,12
3,5,M&D HOSPITAL,8.513106,8.521643,7
5,2,M&D HOSPITAL,8.513106,8.521643,11
5,2,TAHITI LODGE,8.544118,8.532445,11
5,2,TAHITI LODGE,8.544118,8.532445,13
5,2,SANDAJI STREET,8.3031,8.322,3
5,2,M&D HOSPITAL,8.513106,8.521643,7
5,2,VIP LODGE,8.507486,8.548067,11
5,2,PROJECT QUARTERS,8.44235,8.43324,5
5,2,VIP LODGE,8.507486,8.548067,11
6,12,VIP LODGE,8.507486,8.548067,2
5,2,MODERN MARKET,8.491388,8.528523,2
5,2,WORKERS VILLAGE,8.485263,8.504512,5
5,2,VIP LODGE,8.507486,8.548067,1
5,2,TAHITI LODGE,8.544118,8.532445,11
4,7,PROJECT QUARTERS,8.44235,8.43324,12
5,2,WORKERS VILLAGE,8.485263,8.504512,5
5,2,LAFIA EAST,8.490988,8.527665,12
5,2,M&D HOSPITAL,8.513106,8.521643,11
5,2,TAHITI LODGE,8.544118,8.532445,2
5,2,MODERN MARKET,8.491388,8.528523,3
0,12,TAHITI LODGE,8.544118,8.532445,5
0,9,VIP LODGE,8.507486,8.548067,11
2,9,M&D HOSPITAL,8.513106,8.521643,11
1,5,M&D HOSPITAL,8.513106,8.521643,7
5,9,M&D HOSPITAL,8.513106,8.521643,5
5,2,VIP LODGE,8.507486,8.548067,1
1,6,TAHITI LODGE,8.544118,8.532445,12
5,2,TAHITI LODGE,8.544118,8.532445,11
5,2,M&D HOSPITAL,8.513106,8.521643,11
4,11,M&D HOSPITAL,8.513106,8.521643,7
2,2,TAHITI LODGE,8.544118,8.532445,5
5,2,SANDAJI STREET,8.3031,8.322,5
1,10,MODERN MARKET,8.491388,8.528523,5
1,7,WORKERS VILLAGE,8.485263,8.504512,5
5,9,WORKERS VILLAGE,8.485263,8.504512,5
0,6,MILLIONAIRES QUARTERS,8.516451,8.520237,12
5,1,WORKERS VILLAGE,8.485263,8.504512,5
2,5,HILLCON ROYAL SUITE,8.545709,8.533068,5
0,9,MODERN MARKET,8.491388,8.528523,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,5
0,11,MILLIONAIRES QUARTERS,8.516451,8.520237,11
5,2,COLLEGE OF AGRIC,8.555337,8.546146,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,2,COLLEGE OF AGRIC,8.555337,8.546146,3
2,11,MODERN MARKET,8.491388,8.528523,9
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,7
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,12
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,3
5,2,COLLEGE OF AGRIC,8.555337,8.546146,13
5,2,TUNDUN AMBA,8.2856,8.3018,5
5,2,COLLEGE OF AGRIC,8.555337,8.546146,11
5,2,SANDAJI STREET,8.3031,8.322,5
3,1,HILLCON ROYAL SUITE,8.545709,8.533068,2
5,2,MILLIONAIRES QUARTERS,8.516451,8.520237,9
3,1,WORKERS VILLAGE,8.485263,8.504512,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,2
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,2,MILLIONAIRES QUARTERS,8.516451,8.520237,12
1,10,HILLCON ROYAL SUITE,8.545709,8.533068,5
4,9,COLLEGE OF AGRIC,8.555337,8.546146,11
5,9,WORKERS VILLAGE,8.485263,8.504512,5
5,2,MODERN MARKET,8.491388,8.528523,5
0,12,MODERN MARKET,8.491388,8.528523,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,5
5,2,MILLIONAIRES QUARTERS,8.516451,8.520237,11
1,1,HILLCON ROYAL SUITE,8.545709,8.533068,12
5,8,DUNAMA,8.523524,8.522714,11
5,2,NAS ST. POLY,8.507164,8.520902,1
6,2,HILLCON ROYAL SUITE,8.545709,8.533068,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,5
5,2,MILLIONAIRES QUARTERS,8.516451,8.520237,3
0,1,MILLIONAIRES QUARTERS,8.516451,8.520237,9
5,2,COLLEGE OF AGRIC,8.555337,8.546146,11
5,2,COLLEGE OF AGRIC,8.555337,8.546146,5
0,11,WORKERS VILLAGE,8.485263,8.504512,5
5,2,HILLCON ROYAL SUITE,8.545709,8.533068,5
5,12,MILLIONAIRES QUARTERS,8.516451,8.520237,3
5,12,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,12,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,12,TUNDUN GWANDARA,8.3033,8.3313,7
5,12,TUNDUN AMBA,8.2856,8.3018,9
5,12,HILLCON ROYAL SUITE,8.545709,8.533068,5
5,12,HILLCON ROYAL SUITE,8.545709,8.533068,11
5,12,MILLIONAIRES QUARTERS,8.516451,8.520237,5
1,9,MILLIONAIRES QUARTERS,8.516451,8.520237,9
3,8,COLLEGE OF AGRIC,8.555337,8.546146,5
6,6,MILLIONAIRES QUARTERS,8.516451,8.520237,2
4,8,HILLCON ROYAL SUITE,8.545709,8.533068,9
6,12,SANDAJI STREET,8.3031,8.322,11
5,12,COLLEGE OF AGRIC,8.555337,8.546146,11
4,7,SANDAJI STREET,8.3031,8.322,9
5,12,HILLCON ROYAL SUITE,8.545709,8.533068,12
5,12,NAS ST. POLY,8.507164,8.520902,11
4,9,STUDENT VILLAGE,8.503164,8.500314,1
5,12,NAS ST. POLY,8.507164,8.520902,5
5,12,NAS ST. POLY,8.507164,8.520902,11
5,12,NAS ST. POLY,8.507164,8.520902,11
5,12,A DIVISION,8.490685,8.517539,3
5,12,STUDENT VILLAGE,8.503164,8.500314,1
5,12,MILLIONAIRES QUARTERS,8.516451,8.520237,12
5,8,LAVISTA,8.544621,8.533711,12
5,1,A DIVISION,8.490685,8.517539,5
4,1,WORKERS VILLAGE,8.485263,8.504512,2
5,12,PROJECT QUARTERS,8.44235,8.43324,9
5,12,STUDENT VILLAGE,8.503164,8.500314,1
5,12,STUDENT VILLAGE,8.503164,8.500314,11
5,12,NAS ST. POLY,8.507164,8.520902,5
5,12,LAVISTA,8.544621,8.533711,5
6,12,PROJECT QUARTERS,8.44235,8.43324,9
5,12,NAS ST. POLY,8.507164,8.520902,2
5,12,A DIVISION,8.490685,8.517539,5
3,7,NAS ST. POLY,8.507164,8.520902,5
5,12,TUNDUN GWANDARA,8.3033,8.3313,3
5,12,DUNAMA,8.523524,8.522714,3
2,6,A DIVISION,8.490685,8.517539,3
5,12,WORKERS VILLAGE,8.485263,8.504512,5
5,11,A DIVISION,8.490685,8.517539,5
5,12,STUDENT VILLAGE,8.503164,8.500314,11
4,6,A DIVISION,8.490685,8.517539,11
5,12,NAS ST. POLY,8.507164,8.520902,13
5,12,LAVISTA,8.544621,8.533711,5
5,12,STUDENT VILLAGE,8.503164,8.500314,2
6,5,STUDENT VILLAGE,8.503164,8.500314,12
2,10,NAS ST. POLY,8.507164,8.520902,7
5,12,A DIVISION,8.490685,8.517539,7
5,1,NAS ST. POLY,8.507164,8.520902,1
5,12,WORKERS VILLAGE,8.485263,8.504512,5
5,12,STUDENT VILLAGE,8.503164,8.500314,11
5,9,LAVISTA,8.544621,8.533711,13
5,12,SANDAJI STREET,8.3031,8.322,12
5,12,NAS ST. POLY,8.507164,8.520902,11
5,1,DUNAMA,8.523524,8.522714,13
5,12,PROJECT QUARTERS,8.44235,8.43324,9
5,12,NAS ST. POLY,8.507164,8.520902,11
5,12,LAVISTA,8.544621,8.533711,5
5,12,SANDAJI STREET,8.3031,8.322,3
5,12,LAFIA EMIRS PALACE,8.49059,8.512862,11
5,12,A DIVISION,8.490685,8.517539,11
4,1,STUDENT VILLAGE,8.503164,8.500314,12
4,10,STUDENT VILLAGE,8.503164,8.500314,7
4,7,STUDENT VILLAGE,8.503164,8.500314,5
5,12,NAS ST. POLY,8.507164,8.520902,13
0,9,A DIVISION,8.490685,8.517539,5
5,12,A DIVISION,8.490685,8.517539,5
5,11,MODERN MARKET,8.491388,8.528523,3
5,12,A DIVISION,8.490685,8.517539,3
5,12,MILLIONAIRES QUARTERS,8.516451,8.520237,11
5,12,STUDENT VILLAGE,8.503164,8.500314,11
2,1,NAS ST. POLY,8.507164,8.520902,1
5,12,STUDENT VILLAGE,8.503164,8.500314,11
1,12,NAS ST. POLY,8.507164,8.520902,8
2,1,STUDENT VILLAGE,8.503164,8.500314,7
3,1,LAFIA EAST,8.490988,8.527665,11
3,4,PROJECT QUARTERS,8.44235,8.43324,3
1,1,NAS ST. POLY,8.507164,8.520902,2
5,12,A DIVISION,8.490685,8.517539,13
5,12,LAFIA EAST,8.490988,8.527665,11
5,12,NAS ST. POLY,8.507164,8.520902,11
5,12,LAFIA EAST,8.490988,8.527665,5
3,6,NAS ST. POLY,8.507164,8.520902,5
5,12,STUDENT VILLAGE,8.503164,8.500314,11
2,8,A DIVISION,8.490685,8.517539,11
5,12,A DIVISION,8.490685,8.517539,3
1,1,STUDENT VILLAGE,8.503164,8.500314,13
5,12,STUDENT VILLAGE,8.503164,8.500314,12
1,4,NAS ST. POLY,8.507164,8.520902,9
0,6,PROJECT QUARTERS,8.44235,8.43324,11
1,7,A DIVISION,8.490685,8.517539,5
6,7,STUDENT VILLAGE,8.503164,8.500314,13
1,12,NAS ST. POLY,8.507164,8.520902,9
5,12,NAS ST. POLY,8.507164,8.520902,9
5,12,LAVISTA,8.544621,8.533711,11
5,12,NAS ST. POLY,8.507164,8.520902,11
0,12,A DIVISION,8.490685,8.517539,7
5,12,A DIVISION,8.490685,8.517539,11
5,12,NAS ST. POLY,8.507164,8.520902,2
5,12,A DIVISION,8.490685,8.517539,13
5,12,A DIVISION,8.490685,8.517539,5
2,10,LAVISTA,8.544621,8.533711,5
5,10,STUDENT VILLAGE,8.503164,8.500314,2
5,12,NAS ST. POLY,8.507164,8.520902,5
2,1,MODERN MARKET,8.491388,8.528523,13
5,12,STUDENT VILLAGE,8.503164,8.500314,11
5,12,STUDENT VILLAGE,8.503164,8.500314,11
5,12,MODERN MARKET,8.491388,8.528523,2
5,12,WORKERS VILLAGE,8.485263,8.504512,5
5,12,LAVISTA,8.544621,8.533711,5
5,12,NAS ST. POLY,8.507164,8.520902,13
5,12,SANDAJI STREET,8.3031,8.322,11
2,1,MODERN MARKET,8.491388,8.528523,1
2,12,NAS ST. POLY,8.507164,8.520902,12
5,12,STUDENT VILLAGE,8.503164,8.500314,5
6,12,LAFIA EAST,8.490988,8.527665,5
0,11,STUDENT VILLAGE,8.503164,8.500314,7
5,12,LAVISTA,8.544621,8.533711,5
3,10,A DIVISION,8.490685,8.517539,5
5,12,LAVISTA,8.544621,8.533711,2
5,12,LAVISTA,8.544621,8.533711,5
5,12,LAFIA EAST,8.490988,8.527665,13
5,12,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,7
5,12,LAFIA EAST,8.490988,8.527665,11
5,11,GOVERNMENT HOUSE,8.509731,8.542025,11
0,10,PROJECT QUARTERS,8.44235,8.43324,5
5,12,LAFIA EAST,8.490988,8.527665,7
5,12,STUDENT VILLAGE,8.503164,8.500314,8
5,12,NAS ST. POLY,8.507164,8.520902,8
5,12,NAS ST. POLY,8.507164,8.520902,11
5,5,LAVISTA,8.544621,8.533711,5
5,12,WORKERS VILLAGE,8.485263,8.504512,9
5,12,STUDENT VILLAGE,8.503164,8.500314,13
5,12,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,11
2,12,STUDENT VILLAGE,8.503164,8.500314,11
0,4,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,9
3,12,STUDENT VILLAGE,8.503164,8.500314,5
5,12,NAS ST. POLY,8.507164,8.520902,11
6,12,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,3
5,11,STUDENT VILLAGE,8.503164,8.500314,5
5,12,NAS ST. POLY,8.507164,8.520902,7
5,1,LAVISTA,8.544621,8.533711,2
5,9,NAS ST. POLY,8.507164,8.520902,5
5,12,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,3
5,8,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,2
5,12,LAVISTA,8.544621,8.533711,11
1,12,LAFIA EAST,8.490988,8.527665,11
5,12,NAS ST. POLY,8.507164,8.520902,5
5,12,NAS ST. POLY,8.507164,8.520902,2
5,12,LAFIA TOWNSHIP STADIUM,8.522797,8.524338,11
5,12,LAVISTA,8.544621,8.533711,5
5,12,STUDENT VILLAGE,8.503164,8.500314,5
5,12,NAS ST. POLY,8.507164,8.520902,9
5,8,NAS ST. POLY,8.507164,8.520902,12
5,12,NAS ST. POLY,8.507164,8.520902,7
0,4,STUDENT VILLAGE,8.503164,8.500314,11
2,8,NAS ST. POLY,8.507164,8.520902,11
0,8,LAFIA EAST,8.490988,8.527665,1
5,12,LAVISTA,8.544621,8.533711,5
0,12,NAS ST. POLY,8.507164,8.520902,1
1,4,LAFIA EAST,8.490988,8.527665,13
5,12,POST OFFICE,8.496123,8.516234,11
5,7,NAS ST. POLY,8.507164,8.520902,1
5,12,NAS ST. POLY,8.507164,8.520902,11
5,12,SANDAJI STREET,8.3031,8.322,13
5,12,STUDENT VILLAGE,8.503164,8.500314,3
5,12,POST OFFICE,8.496123,8.516234,5
5,12,NAS ST. POLY,8.507164,8.520902,112
5,12,STUDENT VILLAGE,8.503164,8.500314,13
0,1,STUDENT VILLAGE,8.503164,8.500314,11
5,11,POST OFFICE,8.496123,8.516234,9
5,12,STUDENT VILLAGE,8.503164,8.500314,11
5,12,LAFIA EAST,8.490988,8.527665,11
2,10,NAS ST. POLY,8.507164,8.520902,13
5,12,LAVISTA,8.544621,8.533711,5
4,11,LAVISTA,8.544621,8.533711,11
4,5,LAVISTA,8.544621,8.533711,5
5,12,POST OFFICE,8.496123,8.516234,5
5,12,POST OFFICE,8.496123,8.516234,3
4,8,POST OFFICE,8.496123,8.516234,9
5,12,WORKERS VILLAGE,8.485263,8.504512,11
5,12,PROJECT QUARTERS,8.44235,8.43324,12
0,6,NAS ST. POLY,8.507164,8.520902,13
5,12,POST OFFICE,8.496123,8.516234,11
5,12,POST OFFICE,8.496123,8.516234,3
